text;text_g;text_s;y_max;page;file
Patrick;männl. Vorname;;1175;13;C:\coding\voki\data\SerieVertes1.pdf
un inspecteur;ein Inspektor;;1197;13;C:\coding\voki\data\SerieVertes1.pdf
la police;die Polizei;;1222;13;C:\coding\voki\data\SerieVertes1.pdf
un inspecteur de police;ein Polizeiinspektor;M. Lacroix est ~. (ohne «un»);1245;13;C:\coding\voki\data\SerieVertes1.pdf
Marie;weibl. Vorname;;1270;13;C:\coding\voki\data\SerieVertes1.pdf
un/une comptable;ein Buchhalter/eine Buchhalterin;Mme Lacroix est ~ dans un magasin.;127;14;C:\coding\voki\data\SerieVertes1.pdf
Fontainebleau;Stadt in Frankreich;;175;14;C:\coding\voki\data\SerieVertes1.pdf
les grands-parents (m ., pl.);die Großeltern;~ de Julie et d'Isabelle habitent à Fontainebleau.;199;14;C:\coding\voki\data\SerieVertes1.pdf
une maison;ein Haus;Les grands-parents de Julie et d'Isabelle habitent dans ~.;244;14;C:\coding\voki\data\SerieVertes1.pdf
un jardin;ein Garten;A Paris, Julie joue dans la cour. A Fon-;292;14;C:\coding\voki\data\SerieVertes1.pdf
souvent;oft;Les Lacroix sont ~ à Fontainebleau.;337;14;C:\coding\voki\data\SerieVertes1.pdf
chez;;Julie et Isabelle sont souvent ~ les grands- bei parents.;360;14;C:\coding\voki\data\SerieVertes1.pdf
une forêt;ein Wald;M. et Mme Lacroix aiment la ~ de Fontainebleau.;406;14;C:\coding\voki\data\SerieVertes1.pdf
détester qc;etw. verabscheuen/ überhaupt nicht mögen;+ aimer;452;14;C:\coding\voki\data\SerieVertes1.pdf
une promenade;ein Spaziergang;Julie déteste les ~1 avec les parents.;520;14;C:\coding\voki\data\SerieVertes1.pdf
le rock;der Rock/die Rockmusik;;612;14;C:\coding\voki\data\SerieVertes1.pdf
un groupe de rock;eine Rockgruppe;Les «Bidules» sont ~.;658;14;C:\coding\voki\data\SerieVertes1.pdf
adorer qc;etw. sehr gern mögen;"- aimer; + détester";703;14;C:\coding\voki\data\SerieVertes1.pdf
Moi aussi.;Ich auch.;J'aime le rock. - ~.;727;14;C:\coding\voki\data\SerieVertes1.pdf
une cassette;eine (Musik) Kassette;Julie écoute -.;751;14;C:\coding\voki\data\SerieVertes1.pdf
extra (fam.);stark/super (ugs.);Les «Bidules» sont super! - Oui, ils sont ~!;819;14;C:\coding\voki\data\SerieVertes1.pdf
dimanche (m.);Sonntag;Julie, tu es à Paris ~?;957;14;C:\coding\voki\data\SerieVertes1.pdf
ça;das;Les promenades dans la forêt, je déteste ~!;978;14;C:\coding\voki\data\SerieVertes1.pdf
aimer bien qc;etw. gern mögen;"- aimer; - > adorer; + détester";1002;14;C:\coding\voki\data\SerieVertes1.pdf
rester;bleiben;Je suis à Paris dimanche. Tu ~7 avec moi?;1024;14;C:\coding\voki\data\SerieVertes1.pdf
comme;wie (im Vergleich);;1048;14;C:\coding\voki\data\SerieVertes1.pdf
toujours;immer;Je reste à Paris comme ~.;1070;14;C:\coding\voki\data\SerieVertes1.pdf
mon/ma/mes;mein/meine;Je cherche ~ frère/ ~9 amie/ ~10 sœur/ ~Il parents.;1093;14;C:\coding\voki\data\SerieVertes1.pdf
nous restons;wir bleiben;Vous restez à Paris? - Oui, ~ /on reste à Paris comme toujours.;1138;14;C:\coding\voki\data\SerieVertes1.pdf
un anniversaire;ein Geburtstag;C'est ton ~ aujourd'hui?;127;15;C:\coding\voki\data\SerieVertes1.pdf
à la maison;(bei uns) zu Hause;;219;15;C:\coding\voki\data\SerieVertes1.pdf
passer;hier: vorbeigehen/vorbeikommen;;242;15;C:\coding\voki\data\SerieVertes1.pdf
Passez à la maison.;Kommt bei uns (zu Hause) vorbei.;;286;15;C:\coding\voki\data\SerieVertes1.pdf
vous êtes;ihr seid/Sie sind;;332;15;C:\coding\voki\data\SerieVertes1.pdf
Bien sûr!;Sicher!/Na klar!;Tu aimes le rock? - ~!;355;15;C:\coding\voki\data\SerieVertes1.pdf
une idée;eine Idee;On écoute les «Bidules», d'accord? - Elle est super, ton -!;379;15;C:\coding\voki\data\SerieVertes1.pdf
un CD/des CD;eine CD/CDs;F = UM ~ < > [D] = eine CD;425;15;C:\coding\voki\data\SerieVertes1.pdf
impossible;unmöglich;Julie, reste à Paris dimanche! - Non, c'est ~.;470;15;C:\coding\voki\data\SerieVertes1.pdf
nous sommes;;Vous êtes d'accord? - Oui, ~ /on est d'ac- wir sind cord.;517;15;C:\coding\voki\data\SerieVertes1.pdf
fêter qc;etw. feiern;;562;15;C:\coding\voki\data\SerieVertes1.pdf
fêter l'anniversaire;(den) Geburtstag feiern;Dimanche, nous ~1 de Luc.;584;15;C:\coding\voki\data\SerieVertes1.pdf
vous, vous fetez;ihr (betont) feiert;;605;15;C:\coding\voki\data\SerieVertes1.pdf
compter qe;etw. zählen;Je ~2 de un à trois.;632;15;C:\coding\voki\data\SerieVertes1.pdf
un arbre;ein Baum;;652;15;C:\coding\voki\data\SerieVertes1.pdf
Jouez aux dés.;Würfelt.;;880;15;C:\coding\voki\data\SerieVertes1.pdf
un/une élève  Le professeur et les ~3 entrent dans la;ein Schüler/eine Schülerin;;950;15;C:\coding\voki\data\SerieVertes1.pdf
parler (à qn);(mit/zu jdm.) sprechen;Tu ~4 français? - Bien sûr!;996;15;C:\coding\voki\data\SerieVertes1.pdf
s'il vous plaît;bitte (wenn man mehrere Personen anspricht oder jdn. siezt;Julie, écoute le texte, s'il te plaît. Julie et Isabelle, écoutez le texte, ~, Monsieur, écoutez le texte, -.;1018;15;C:\coding\voki\data\SerieVertes1.pdf
un sac;ein Sack/eine Tasche;;1108;15;C:\coding\voki\data\SerieVertes1.pdf
parler de qn;über jdn. sprechen;;1131;15;C:\coding\voki\data\SerieVertes1.pdf
Parle de toi.;Sprich über dich.;;1152;15;C:\coding\voki\data\SerieVertes1.pdf
rimer;sich reimen;;1175;15;C:\coding\voki\data\SerieVertes1.pdf
un poème;ein Gedicht;Faites ~ avec des mots qui riment.;1200;15;C:\coding\voki\data\SerieVertes1.pdf
* la nature;eine Blume;die Natur;431;16;C:\coding\voki\data\SerieVertes1.pdf
une forêt;Gemüse;ein Wald;451;16;C:\coding\voki\data\SerieVertes1.pdf
un arbre;Obst;ein Baum;476;16;C:\coding\voki\data\SerieVertes1.pdf
un jardin;;ein Garten;499;16;C:\coding\voki\data\SerieVertes1.pdf
les grands-parents;ein Kind;die Großeltern;624;16;C:\coding\voki\data\SerieVertes1.pdf
* la grand-mère;die Tochter;die Großmutter;646;16;C:\coding\voki\data\SerieVertes1.pdf
* le grand-père;der Sohn;der Großvater;670;16;C:\coding\voki\data\SerieVertes1.pdf
les parents;die Schwester;die Eltern;692;16;C:\coding\voki\data\SerieVertes1.pdf
la mère;der Bruder;die Mutter;714;16;C:\coding\voki\data\SerieVertes1.pdf
le père;;der Vater;736;16;C:\coding\voki\data\SerieVertes1.pdf
Je suis | un ami;;de ...;940;16;C:\coding\voki\data\SerieVertes1.pdf
sept;sieben;;927;17;C:\coding\voki\data\SerieVertes1.pdf
une heure;eine Stunde;;950;17;C:\coding\voki\data\SerieVertes1.pdf
Il est sept heures.;Es ist sieben Uhr.;;973;17;C:\coding\voki\data\SerieVertes1.pdf
Noblet;Familienname;;1018;17;C:\coding\voki\data\SerieVertes1.pdf
Ils font le repas.;Sie bereiten das Essen zu.;;1041;17;C:\coding\voki\data\SerieVertes1.pdf
la télévision;das Fernsehen;;1087;17;C:\coding\voki\data\SerieVertes1.pdf
la télé (fam.);das Fernsehen (ugs.);;1110;17;C:\coding\voki\data\SerieVertes1.pdf
regarder la télé(vision);fernsehen;;1133;17;C:\coding\voki\data\SerieVertes1.pdf
sept heures et quart;Viertel nach sieben;;1157;17;C:\coding\voki\data\SerieVertes1.pdf
avoir;haben;;1202;17;C:\coding\voki\data\SerieVertes1.pdf
avoir soif;Durst haben;;129;18;C:\coding\voki\data\SerieVertes1.pdf
donner qc à qn;jdm, etw. geben;Julie ~2 une cassette ~ Julien.;220;18;C:\coding\voki\data\SerieVertes1.pdf
un verre;ein Glas;;244;18;C:\coding\voki\data\SerieVertes1.pdf
trop;zu viel;;269;18;C:\coding\voki\data\SerieVertes1.pdf
ne ... pas;nicht;;290;18;C:\coding\voki\data\SerieVertes1.pdf
Je ne trouve pas.  Tu regardes trop la télé. - ~.;Ich finde nicht.;;314;18;C:\coding\voki\data\SerieVertes1.pdf
aimer la télé;gern fernsehen/Fernsehen mögen;Nathalie regarde souvent la télé. Elle ~3.;335;18;C:\coding\voki\data\SerieVertes1.pdf
un devoir;eine (Haus) Aufgabe;;382;18;C:\coding\voki\data\SerieVertes1.pdf
..., non?;..., nicht wahr?;;407;18;C:\coding\voki\data\SerieVertes1.pdf
Si.;Doch.;;425;18;C:\coding\voki\data\SerieVertes1.pdf
pas maintenant;nicht jetzt/jetzt nicht;Tu ne travailles pas? - Si, mais ~,;449;18;C:\coding\voki\data\SerieVertes1.pdf
à la télé;im Fernsehen;Il y a les «Bidules» ~;470;18;C:\coding\voki\data\SerieVertes1.pdf
crier;schreien;;495;18;C:\coding\voki\data\SerieVertes1.pdf
et puis;hier: und außerdem;Tu regardes la télé avec moi? Il y a les «Bidules». - Non, j'ai des devoirs. ~, je n'aime pas le rock.;520;18;C:\coding\voki\data\SerieVertes1.pdf
Luc n'est pas là.;Luc ist nicht da.;;588;18;C:\coding\voki\data\SerieVertes1.pdf
Il est quelle heure?;Wie viel Uhr/Wie spät ist es?;~? - Il est sept heures.;612;18;C:\coding\voki\data\SerieVertes1.pdf
René;männl. Vorname;;657;18;C:\coding\voki\data\SerieVertes1.pdf
Il est sept heures et demie.;Es ist halb acht.;;680;18;C:\coding\voki\data\SerieVertes1.pdf
Huit heures pile!;Punkt acht!;;728;18;C:\coding\voki\data\SerieVertes1.pdf
avoir faim;Hunger haben;Tu as soif? - Oui, j'ai soif et j'~4.;750;18;C:\coding\voki\data\SerieVertes1.pdf
demander qc à qn;jdn. etw. fragen;;773;18;C:\coding\voki\data\SerieVertes1.pdf
il demande à Nathalie ...;er fragt Nathalie ...;~: «Ça va?»;795;18;C:\coding\voki\data\SerieVertes1.pdf
Comment ça va?;Wie geht's (dir/Ihnen)?;~? - Ça va bien. Et toi?;816;18;C:\coding\voki\data\SerieVertes1.pdf
une sœurette (fam.);ein Schwesterchen (ugs.);;863;18;C:\coding\voki\data\SerieVertes1.pdf
Moi, ça va.;Mir (betont) geht's gut.;Ça va? - Oui, ~, et toi?;908;18;C:\coding\voki\data\SerieVertes1.pdf
juste;hier: gerecht;;931;18;C:\coding\voki\data\SerieVertes1.pdf
à huit heures;um acht Uhr;Luc rentre ~,;955;18;C:\coding\voki\data\SerieVertes1.pdf
neuf;neun;;978;18;C:\coding\voki\data\SerieVertes1.pdf
neuf heures moins le quart;Viertel vor neun;;1001;18;C:\coding\voki\data\SerieVertes1.pdf
Je suis toujours avec vous.;Ich bin immer mit euch zusammen/bei euch.;;1046;18;C:\coding\voki\data\SerieVertes1.pdf
Ah non, alors!;Also nein!;Je reste toujours à la maison. ~! Ce n'est pas juste.;1091;18;C:\coding\voki\data\SerieVertes1.pdf
quatorze;vierzehn;;1139;18;C:\coding\voki\data\SerieVertes1.pdf
avoir quatorze ans;vierzehn Jahre alt sein;[F] = ]'~5 14 ans. +-> [D] = Ich bin 14.;1161;18;C:\coding\voki\data\SerieVertes1.pdf
treize;dreizehn;;1208;18;C:\coding\voki\data\SerieVertes1.pdf
une différence;ein Unterschied;;1232;18;C:\coding\voki\data\SerieVertes1.pdf
Gagné!;Gewonnen!;;197;19;C:\coding\voki\data\SerieVertes1.pdf
midi;zwölf Uhr (mittags);;265;19;C:\coding\voki\data\SerieVertes1.pdf
minuit;zwölf Uhr (nachts);;332;19;C:\coding\voki\data\SerieVertes1.pdf
la musique;die Musik;Tu aimes ~ rock? - J'adore.;379;19;C:\coding\voki\data\SerieVertes1.pdf
demain;morgen;Aujourd'hui et -, je ne suis pas là.;402;19;C:\coding\voki\data\SerieVertes1.pdf
préparer qe;etw, vorbereiten/bereiten;Luc, tu ~1 le repas demain.;425;19;C:\coding\voki\data\SerieVertes1.pdf
l'âge (m.);das Alter;;495;19;C:\coding\voki\data\SerieVertes1.pdf
Tu as quel âge?;Wie alt bist du?;~? - J'ai 14 ans.;517;19;C:\coding\voki\data\SerieVertes1.pdf
Patrick Bruel;frz. Popstar und Schauspieler;;562;19;C:\coding\voki\data\SerieVertes1.pdf
apprendre par cœur;auswendig lernen;;675;19;C:\coding\voki\data\SerieVertes1.pdf
un club;ein Klub/Verein;;570;20;C:\coding\voki\data\SerieVertes1.pdf
une tour;ein Turm/Hochhaus;F = une ~ +-+ [D] = ein Turm;591;20;C:\coding\voki\data\SerieVertes1.pdf
Montparnasse;Stadtviertel von Paris;Les Noblet habitent à ~.;613;20;C:\coding\voki\data\SerieVertes1.pdf
la tour Montparnasse;Hochhaus in Paris (210 m hoch);Luc est dans le club de ~.;636;20;C:\coding\voki\data\SerieVertes1.pdf
un soir;ein Abend;Bon ~!;681;20;C:\coding\voki\data\SerieVertes1.pdf
un autre soir;ein anderer Abend/an einem anderen Abend;;705;20;C:\coding\voki\data\SerieVertes1.pdf
faire qc;etw. machen;Qu'est-ce que vous ~1? - Nous -2 des devoirs.;753;20;C:\coding\voki\data\SerieVertes1.pdf
faire la cuisine;kochen;Qui ~3 chez vous? - Mon père. Il aime préparer les repas.;795;20;C:\coding\voki\data\SerieVertes1.pdf
après;nach/danach;~, j'écoute des CD.;843;20;C:\coding\voki\data\SerieVertes1.pdf
une table;ein Tisch;;866;20;C:\coding\voki\data\SerieVertes1.pdf
à table;bei/am Tisch;Après le repas, nous restons souvent -.;933;20;C:\coding\voki\data\SerieVertes1.pdf
montrer qe à qn;jdm, etw. zeigen;Luc ~4 des photos ~ Nathalie.;959;20;C:\coding\voki\data\SerieVertes1.pdf
une photo;ein Foto;[F] = une - +-+ [D] = ein Foto;981;20;C:\coding\voki\data\SerieVertes1.pdf
Euh ...;Äh ... (Ausdruck des Zögerns);;1003;20;C:\coding\voki\data\SerieVertes1.pdf
un patineur/une patineuse;ein Rollschuhläufer/ eine Rollschuhläuferin (auch: Schlittschuhläufer/in);Dans le club de la tour Montparnasse, il y a des ~ et des ~3.;1048;20;C:\coding\voki\data\SerieVertes1.pdf
un jour;ein Tag;Bon ~!;1139;20;C:\coding\voki\data\SerieVertes1.pdf
une démonstration;eine Vorführung;;1163;20;C:\coding\voki\data\SerieVertes1.pdf
un slalom;ein Slalom;;129;21;C:\coding\voki\data\SerieVertes1.pdf
une démonstration de slalom Demain, nous faisons ~ dans le club.;eine Slalomvorführung;;153;21;C:\coding\voki\data\SerieVertes1.pdf
Ça alors!;Na, so was!/Donnerwetter!;Ton père fait toujours la cuisine chez vous? - Bien sur! -~!;176;21;C:\coding\voki\data\SerieVertes1.pdf
seulement;;Il y a ~ des filles dans le club? - Non, il y a nur aussi des garçons.;221;21;C:\coding\voki\data\SerieVertes1.pdf
pourquoi;warum;Je n'aime pas Arthur. - ~? - Il bavarde trop.;269;21;C:\coding\voki\data\SerieVertes1.pdf
parce que;weil;Je n'aime pas Arthur. - Pourquoi? -- 'il bavarde trop.;314;21;C:\coding\voki\data\SerieVertes1.pdf
Tiens, regarde.;Da, sieh mal.;Où est mon jean? - ~. Il est sur le lit.;359;21;C:\coding\voki\data\SerieVertes1.pdf
voilà;da/dort ist/sind;Tu as des photos de tes parents? - Oui, ~ une photo de ma mère et ~ des photos de mon père.;381;21;C:\coding\voki\data\SerieVertes1.pdf
avoir;haben;Tu ~2 un frère, Nathalie?;450;21;C:\coding\voki\data\SerieVertes1.pdf
le look (fam.);das Aussehen/der „Look“ (ugs.);;472;21;C:\coding\voki\data\SerieVertes1.pdf
l'enfer (m.);die Hölle;;520;21;C:\coding\voki\data\SerieVertes1.pdf
avoir un look d'enfer (fam.);irre toll aussehen (ugs.);Les patineuses -3.;542;21;C:\coding\voki\data\SerieVertes1.pdf
Bof! (fam.);Na ja!/Ach! (Ausdruck der Gleichgültigkeit, ugs.);Tu aimes les souris? -~! Pas trop!;588;21;C:\coding\voki\data\SerieVertes1.pdf
sympa (fam.) = sympathique;sympathisch/nett (ugs.);;657;21;C:\coding\voki\data\SerieVertes1.pdf
exister;existieren;;701;21;C:\coding\voki\data\SerieVertes1.pdf
un idiot/une idiote;ein Idiot/eine Idiotin;;725;21;C:\coding\voki\data\SerieVertes1.pdf
pleurer;weinen;;771;21;C:\coding\voki\data\SerieVertes1.pdf
Ne pleure pas.;hier: Reg dich nicht auf!;;838;21;C:\coding\voki\data\SerieVertes1.pdf
une sucette;ein (Dauer) Lutscher;;861;21;C:\coding\voki\data\SerieVertes1.pdf
Bon.;Gut./Also gut.;Tu fais la cuisine avec nous? -~, d'accord.;884;21;C:\coding\voki\data\SerieVertes1.pdf
oublier qc;etw. vergessen;;932;21;C:\coding\voki\data\SerieVertes1.pdf
un casque;ein Sturz-/Schutzhelm;;954;21;C:\coding\voki\data\SerieVertes1.pdf
N'oubliez pas les casques.;Vergesst die Sturzhelme nicht.;;975;21;C:\coding\voki\data\SerieVertes1.pdf
une interview;ein Interview;[F] = une ~ +-+ [D] = ein Interview;1113;21;C:\coding\voki\data\SerieVertes1.pdf
Saïd;Familienname;;1135;21;C:\coding\voki\data\SerieVertes1.pdf
Yasmina;weibl. Vorname;;1158;21;C:\coding\voki\data\SerieVertes1.pdf
mercredi (m.);Mittwoch;Aujourd'hui, c'est dimanche. Dans trois;200;22;C:\coding\voki\data\SerieVertes1.pdf
téléphoner à qn;jdn. anrufen;Nathalie -1 Julie.;245;22;C:\coding\voki\data\SerieVertes1.pdf
Allô?;Hallo? (am Telefon);~?-~, Julie? C'est Nathalie.;267;22;C:\coding\voki\data\SerieVertes1.pdf
est-ce que;Frageformel;;292;22;C:\coding\voki\data\SerieVertes1.pdf
des patins (m.) à roulettes;Rollschuhe;;314;22;C:\coding\voki\data\SerieVertes1.pdf
Est-ce que tu as des patins à roulettes?;Hast du Rollschuhe?;;382;22;C:\coding\voki\data\SerieVertes1.pdf
Pourquoi est-ce que ... ?;Warum ... ?;- tu demandes ça?;428;22;C:\coding\voki\data\SerieVertes1.pdf
avoir envie (f.);Lust haben;;452;22;C:\coding\voki\data\SerieVertes1.pdf
Je n'ai pas envie.;Ich habe keine Lust.;Tu écoutes des CD avec moi? - Non, ~.;475;22;C:\coding\voki\data\SerieVertes1.pdf
... que ...;..., dass ...;;528;22;C:\coding\voki\data\SerieVertes1.pdf
dangereux;gefährlich;;544;22;C:\coding\voki\data\SerieVertes1.pdf
Je trouve que c'est dangereux;Ich finde, dass es gefährlich ist;;568;22;C:\coding\voki\data\SerieVertes1.pdf
Quand est-ce que ... ?;Wann ... ?;~ tu rentres à la maison aujourd'hui? - A 7 heures.;657;22;C:\coding\voki\data\SerieVertes1.pdf
un rendez-vous;eine Verabredung/ein Termin;;705;22;C:\coding\voki\data\SerieVertes1.pdf
avoir rendez-vous;eine Verabredung haben;;750;22;C:\coding\voki\data\SerieVertes1.pdf
Quand est-ce que vous avez rendez-vous?;Wann seid ihr verabredet?;-? - A 5 heures.;773;22;C:\coding\voki\data\SerieVertes1.pdf
une dalle;eine Steinplatte, hier: eine Terrasse/ein großer Vorplatz;Nous avons rendez-vous à 5 heures et demie sur la ~ devant la tour Montparnasse.;820;22;C:\coding\voki\data\SerieVertes1.pdf
le public;das Publikum;;887;22;C:\coding\voki\data\SerieVertes1.pdf
Bravo!;Bravo!;Le public crie: « -! »;909;22;C:\coding\voki\data\SerieVertes1.pdf
sans;ohne;;932;22;C:\coding\voki\data\SerieVertes1.pdf
une faute;ein Fehler;«Exercise» avec un «s», c'est ~ en français.;955;22;C:\coding\voki\data\SerieVertes1.pdf
sans fautes;ohne Fehler/fehlerfrei;;1000;22;C:\coding\voki\data\SerieVertes1.pdf
un problème;ein Problem;[F] = ----- ème +-+ [D] = Problem;1026;22;C:\coding\voki\data\SerieVertes1.pdf
enfin;endlich/schließlich;;1048;22;C:\coding\voki\data\SerieVertes1.pdf
Enfin, c'est le tour de Luc.;Endlich ist Luc an der Reihe.;;1069;22;C:\coding\voki\data\SerieVertes1.pdf
mesdames (f ., pl.) et messieurs (m ., pl.);meine Damen und Herren;A la télé: « ~, bonsoir! »;1116;22;C:\coding\voki\data\SerieVertes1.pdf
un champion/ une championne;ein (Welt) Meister/ eine (Welt)Meisterin/ ein Champion;;1184;22;C:\coding\voki\data\SerieVertes1.pdf
un numéro;eine Nummer;Luc, tu es le champion, le ~ 1.;124;23;C:\coding\voki\data\SerieVertes1.pdf
François;männl. Vorname;;147;23;C:\coding\voki\data\SerieVertes1.pdf
un clown;ein Clown;;171;23;C:\coding\voki\data\SerieVertes1.pdf
une bande;eine Bande;François est le clown de la ~,;194;23;C:\coding\voki\data\SerieVertes1.pdf
hurler;schreien;;216;23;C:\coding\voki\data\SerieVertes1.pdf
Qu'est-ce que ... ?;Was ... ? (Fragepronomen);~ tu fais? - Je fais mes devoirs.;240;23;C:\coding\voki\data\SerieVertes1.pdf
Qu'est-ce qu'il fait?;Was macht er?;;285;23;C:\coding\voki\data\SerieVertes1.pdf
rater qc;etw. verfehlen;;330;23;C:\coding\voki\data\SerieVertes1.pdf
un virage;eine Kurve;;354;23;C:\coding\voki\data\SerieVertes1.pdf
rater un virage;aus der Kurve fliegen;;375;23;C:\coding\voki\data\SerieVertes1.pdf
tomber;fallen/hinfallen;Luc rate un virage et ~1 sur François.;400;23;C:\coding\voki\data\SerieVertes1.pdf
Aïe!;Au!/Aua!;Luc tombe sur François et François crie: « ~! »;423;23;C:\coding\voki\data\SerieVertes1.pdf
la forme;die Form;F = ---- @ - - > [D] = Form;468;23;C:\coding\voki\data\SerieVertes1.pdf
être en forme;in Form sein;Ça va? - Non, ça ne va pas. Je ne ~2 aujourd'hui.;490;23;C:\coding\voki\data\SerieVertes1.pdf
un frérot (fam.);ein Brüderchen (ugs.);Luc dit: «Nathalie est ma sœurette.» Nathalie dit:«Luc est mon ~, »;537;23;C:\coding\voki\data\SerieVertes1.pdf
l'allemand;das Deutsche/die deutsche Sprache;;696;23;C:\coding\voki\data\SerieVertes1.pdf
l'anglais;das Englische/die englische Sprache;Trouvez des mots qui ressemblent à l'allemand et à ~.;743;23;C:\coding\voki\data\SerieVertes1.pdf
Moi non plus.;Ich auch nicht.;Tu aimes les promenades? - Non. Et toi? - ~,;810;23;C:\coding\voki\data\SerieVertes1.pdf
la radio;das Radio;F = La ~ +- [D] = das Radio;855;23;C:\coding\voki\data\SerieVertes1.pdf
l'ordre (m.);die Reihenfolge;;900;23;C:\coding\voki\data\SerieVertes1.pdf
le bon ordre;die richtige Reihenfolge;Trouvez ~.;923;23;C:\coding\voki\data\SerieVertes1.pdf
Petit;Familienname;;946;23;C:\coding\voki\data\SerieVertes1.pdf
Grande;Familienname;;968;23;C:\coding\voki\data\SerieVertes1.pdf
monter;steigen;M. Petit ~3 sur le skateboard.;992;23;C:\coding\voki\data\SerieVertes1.pdf
une lettre;ein Brief;[F = ---- re -- > [1] = letter;286;25;C:\coding\voki\data\SerieVertes1.pdf
son/sa/ses;sein(e)/ihr(e);Julien cherche ~1 père, ~ 2 amie, ~ 3 sœur et ~4 grands-parents. Isabelle cherche ~3 père, ~ amie, ~ 7 sœur et ~3 grandsparents.;307;25;C:\coding\voki\data\SerieVertes1.pdf
Laurent;männl. Vorname;;400;25;C:\coding\voki\data\SerieVertes1.pdf
Pennec;Familienname;;424;25;C:\coding\voki\data\SerieVertes1.pdf
Saint-Malo;Stadt in Frankreich;;446;25;C:\coding\voki\data\SerieVertes1.pdf
février (m.);Februar;;468;25;C:\coding\voki\data\SerieVertes1.pdf
..., le 2 février;..., den 2. Februar;[F] = le 2 - - > [D] = den 2.;493;25;C:\coding\voki\data\SerieVertes1.pdf
cher/chère;lieber/liebe/liebes;;515;25;C:\coding\voki\data\SerieVertes1.pdf
Cher Laurent;Lieber Laurent (Anrede im Brief);;537;25;C:\coding\voki\data\SerieVertes1.pdf
un mois;ein Monat;Un an a douze -.;583;25;C:\coding\voki\data\SerieVertes1.pdf
déjà;schon;Où est Laurent? Est-ce qu'il est ~ là?;605;25;C:\coding\voki\data\SerieVertes1.pdf
aller;gehen/fahren;;628;25;C:\coding\voki\data\SerieVertes1.pdf
très;sehr;;651;25;C:\coding\voki\data\SerieVertes1.pdf
bien;gut (Adverb);;674;25;C:\coding\voki\data\SerieVertes1.pdf
Je vais très bien.;Es geht mir sehr gut.;Tu vas bien? - Oui, ~.;697;25;C:\coding\voki\data\SerieVertes1.pdf
un collège;"ein „Collège“ (weiterführende Schule für alle 11-15-jährigen Schüler; entspricht der Sekundarstufe I)";;722;25;C:\coding\voki\data\SerieVertes1.pdf
